SEASON,SEASON_TYPE,TEAM_ABB,GP,G,FREQ_WHOLE_NUM,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
2024-25,ist,-,4,44.3,12.8,36.8,34.7,35.8,-1.1,0
2024-25,ist,-,4,43.0,11.5,34.8,33.1,34.0,-0.9,0
2024-25,ist,-,4,43.1,13.5,37.8,35.8,36.5,-0.7,0
2024-25,ist,-,4,44.1,14.8,40.8,36.2,36.3,-0.1,0
2024-25,ist,-,4,38.6,13.3,35.8,37.1,36.2,0.9,0
2024-25,ist,-,5,41.7,14.6,38.4,38.0,36.4,1.7,0
2024-25,ist,-,4,43.2,16.0,42.0,38.1,36.2,1.9,0
2024-25,ist,-,4,41.3,15.0,37.5,40.0,37.0,3.0,0
2024-25,ist,-,5,41.3,12.6,32.6,38.7,35.5,3.2,0
2024-25,ist,-,4,46.0,14.8,39.3,37.6,34.0,3.6,0
2024-25,ist,-,4,42.4,14.5,35.5,40.8,36.8,4.0,0
2024-25,ist,-,4,46.2,16.8,41.3,40.6,36.6,4.0,0
2024-25,ist,-,4,46.5,15.5,38.3,40.5,36.5,4.1,0
2024-25,ist,-,4,37.7,13.8,34.3,40.1,35.7,4.5,0
2024-25,ist,-,4,43.5,15.8,37.0,42.6,36.6,6.0,0
2024-25,ist,-,4,41.8,15.0,35.8,42.0,35.9,6.1,0
2024-25,ist,-,4,45.0,16.8,38.3,43.8,34.1,9.7,0
2025-26,pre-season,-,1,45.8,7.0,38.0,18.4,35.0,-16.6,0
2025-26,pre-season,-,1,56.4,15.0,53.0,28.3,36.4,-8.1,0
2025-26,pre-season,-,1,35.1,13.0,34.0,38.2,40.0,-1.8,0
2025-26,pre-season,-,1,50.6,20.0,45.0,44.4,35.5,8.9,0
2025-26,pre-season,-,1,48.9,20.0,46.0,43.5,33.2,10.3,0
2025-26,pre-season,-,1,40.0,17.0,36.0,47.2,36.8,10.4,0
2025-26,regular-season,-,35,42.9,12.4,36.9,33.7,36.3,-2.6,0
2025-26,regular-season,-,35,38.4,11.5,34.1,33.8,36.4,-2.6,0
2025-26,regular-season,-,35,37.4,11.8,35.1,33.6,36.2,-2.5,0
2025-26,regular-season,-,34,43.2,13.9,40.4,34.4,36.0,-1.6,0
2025-26,regular-season,-,32,40.0,12.4,36.2,34.2,35.8,-1.6,0
2025-26,regular-season,-,34,39.5,12.1,35.3,34.3,35.8,-1.5,0
2025-26,regular-season,-,34,38.8,12.3,35.0,35.1,36.1,-1.1,0
2025-26,regular-season,-,34,42.5,12.8,36.6,35.0,35.9,-0.9,0
2025-26,regular-season,-,34,36.9,11.7,32.5,35.8,36.5,-0.7,0
2025-26,regular-season,-,34,41.6,13.3,37.7,35.2,35.8,-0.6,0
2025-26,regular-season,-,33,41.0,12.5,35.2,35.5,35.9,-0.4,0
2025-26,regular-season,-,35,45.7,14.9,41.8,35.7,36.0,-0.3,0
2025-26,regular-season,-,34,40.4,13.2,36.3,36.3,36.6,-0.3,0
2025-26,regular-season,-,34,39.2,12.5,35.0,35.8,35.9,-0.1,0
2025-26,regular-season,-,31,40.6,12.7,35.7,35.7,35.8,0.0,0
2025-26,regular-season,-,35,41.3,13.5,37.5,36.0,35.8,0.2,0
2025-26,regular-season,-,33,43.5,14.4,39.8,36.3,36.0,0.3,0
2025-26,regular-season,-,34,40.5,13.2,36.4,36.2,35.9,0.3,0
2025-26,regular-season,-,33,40.3,13.8,37.8,36.4,36.0,0.4,0
2025-26,regular-season,-,34,43.5,13.8,38.1,36.1,35.7,0.4,0
2025-26,regular-season,-,33,41.7,14.5,39.6,36.6,36.1,0.6,0
2025-26,regular-season,-,32,38.7,12.3,33.1,37.1,36.4,0.7,0
2025-26,regular-season,-,33,45.3,14.6,39.6,36.9,35.7,1.1,0
2025-26,regular-season,-,36,40.7,13.7,36.3,37.8,36.5,1.3,0
2025-26,regular-season,-,33,41.7,13.5,36.4,37.2,35.9,1.3,0
2025-26,regular-season,-,33,44.5,15.3,40.9,37.4,36.0,1.3,0
2025-26,regular-season,-,33,44.4,14.1,38.2,36.9,35.5,1.4,0
2025-26,regular-season,-,34,44.7,14.5,38.7,37.5,35.5,2.0,0
2025-26,regular-season,-,31,42.1,14.0,36.4,38.5,35.9,2.6,0
2025-26,regular-season,-,33,38.8,13.6,35.0,38.8,36.2,2.7,0
2025-26,ist,-,4,34.5,8.8,30.8,28.5,35.9,-7.5,0
2025-26,ist,-,6,34.5,9.7,30.3,31.9,36.0,-4.2,0
2025-26,ist,-,5,44.9,12.4,38.6,32.1,36.1,-4.0,0
2025-26,ist,-,4,39.9,10.8,34.0,31.6,35.2,-3.5,0
2025-26,ist,-,4,37.0,10.5,32.3,32.6,35.8,-3.3,0
2025-26,ist,-,4,39.6,12.8,36.5,34.9,38.0,-3.0,0
2025-26,ist,-,5,44.2,14.4,41.8,34.4,37.2,-2.8,0
2025-26,ist,-,4,41.5,12.8,37.0,34.5,37.1,-2.6,0
2025-26,ist,-,4,43.4,13.0,38.5,33.8,36.4,-2.6,0
2025-26,ist,-,4,42.5,13.5,39.5,34.2,36.4,-2.2,0
2025-26,ist,-,4,45.8,13.5,38.3,35.3,36.3,-1.0,0
2025-26,ist,-,4,45.5,13.5,40.0,33.8,34.5,-0.7,0
2025-26,ist,-,6,41.5,13.3,36.8,36.2,36.8,-0.6,0
2025-26,ist,-,4,43.8,14.3,38.8,36.8,37.2,-0.4,0
2025-26,ist,-,4,42.7,15.8,41.8,37.7,38.0,-0.2,0
2025-26,ist,-,4,43.1,14.3,40.8,35.0,34.9,0.0,0
2025-26,ist,-,4,44.6,14.0,39.5,35.4,35.1,0.3,0
2025-26,ist,-,6,46.9,15.2,40.8,37.1,36.4,0.8,0
2025-26,ist,-,4,42.9,13.8,37.8,36.4,35.5,0.9,0
2025-26,ist,-,6,44.9,14.3,38.7,37.1,36.0,1.1,0
2025-26,ist,-,4,40.1,12.8,34.8,36.7,35.0,1.6,0
2025-26,ist,-,4,43.9,15.3,40.5,37.7,34.8,2.8,0
2025-26,ist,-,5,41.8,14.0,36.8,38.0,34.9,3.1,0
2025-26,ist,-,4,43.2,14.5,38.3,37.9,34.7,3.2,0
2025-26,ist,-,4,41.5,13.5,34.8,38.8,34.7,4.2,0
2025-26,ist,-,5,42.2,14.6,36.0,40.6,36.1,4.4,0
2025-26,ist,-,4,33.3,13.3,30.8,43.1,37.9,5.2,0
2025-26,ist,-,4,39.5,15.5,37.5,41.3,35.3,6.1,0
2025-26,ist,-,4,39.8,14.5,35.5,40.8,34.2,6.7,0
2025-26,ist,-,4,41.9,16.8,37.5,44.7,36.3,8.3,0
